image_name,classifier_label,file_path
802f4bbd295063fe.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/802f4bbd295063fe.jpg
802f7439ec1ef0cd.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/802f7439ec1ef0cd.jpg
8030a3a79fca6abb.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8030a3a79fca6abb.jpg
803270d4d78faeba.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803270d4d78faeba.jpg
8032d2eafa45f1ec.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8032d2eafa45f1ec.jpg
80331e0efb74dd62.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80331e0efb74dd62.jpg
803553d5df59cac2.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803553d5df59cac2.jpg
803b586d7db3ca16.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803b586d7db3ca16.jpg
803bcb65f486e39a.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803bcb65f486e39a.jpg
803e3bd17a16e65c.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803e3bd17a16e65c.jpg
803e3e74737c314d.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803e3e74737c314d.jpg
803e60cf3c64e1fe.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803e60cf3c64e1fe.jpg
803f621b4757e0af.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803f621b4757e0af.jpg
803f658f8cc35ce3.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803f658f8cc35ce3.jpg
803f899768b5b789.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/803f899768b5b789.jpg
804a9db4c7daf436.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/804a9db4c7daf436.jpg
804e1eda54919fbb.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/804e1eda54919fbb.jpg
804e673e9ec3d12b.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/804e673e9ec3d12b.jpg
8052c7272b3b3f5c.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8052c7272b3b3f5c.jpg
8054952d7a8bacbf.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8054952d7a8bacbf.jpg
80563fc5e3ca1b3c.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80563fc5e3ca1b3c.jpg
805763bc63dc5ec8.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/805763bc63dc5ec8.jpg
805fac7a36ea178c.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/805fac7a36ea178c.jpg
806878cdcb8df99a.jpg,scab frog_eye_leaf_spot complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/806878cdcb8df99a.jpg
806b46cce99acedc.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/806b46cce99acedc.jpg
806d7d0df8cae3c2.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/806d7d0df8cae3c2.jpg
806f356a3f54872e.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/806f356a3f54872e.jpg
80707683b3df0f1b.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80707683b3df0f1b.jpg
8072861fcb8fb46d.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8072861fcb8fb46d.jpg
80729ba9dd175cf0.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80729ba9dd175cf0.jpg
8075fbf90600e5fa.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8075fbf90600e5fa.jpg
80769797ce42f658.jpg,scab frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80769797ce42f658.jpg
80782fca6a9f559c.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80782fca6a9f559c.jpg
80789c79f4d1a3d3.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80789c79f4d1a3d3.jpg
8079176b1b970bda.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8079176b1b970bda.jpg
807947b90eb77856.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/807947b90eb77856.jpg
807dcd0bd2b0b6b9.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/807dcd0bd2b0b6b9.jpg
807f3b90f2a315da.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/807f3b90f2a315da.jpg
8081cf8f63250ff7.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8081cf8f63250ff7.jpg
80825b2e837f697d.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80825b2e837f697d.jpg
8083e6ccd8d5dce3.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8083e6ccd8d5dce3.jpg
8085373ad255b5af.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8085373ad255b5af.jpg
8085d341ee57f03f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8085d341ee57f03f.jpg
808734da3f595b59.jpg,frog_eye_leaf_spot complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808734da3f595b59.jpg
808778b03ee7e92b.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808778b03ee7e92b.jpg
8087be2e6f41e25e.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8087be2e6f41e25e.jpg
808990fd0a8f7f8f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808990fd0a8f7f8f.jpg
808b6f258f76ac72.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808b6f258f76ac72.jpg
808c7cabba2f9572.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808c7cabba2f9572.jpg
808d2f39f597f406.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808d2f39f597f406.jpg
808f606a2be5fa1f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808f606a2be5fa1f.jpg
808f87c54a5cbfa3.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808f87c54a5cbfa3.jpg
808f897fa9e2adb0.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/808f897fa9e2adb0.jpg
80903293f2f9f7f0.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80903293f2f9f7f0.jpg
809106ca5fc7735f.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809106ca5fc7735f.jpg
809339deb2d6a50f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809339deb2d6a50f.jpg
80933fcc6a673636.jpg,rust frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80933fcc6a673636.jpg
80939571de62d5b6.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80939571de62d5b6.jpg
809495769b64f3b5.jpg,powdery_mildew complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809495769b64f3b5.jpg
8095c68bf924ab77.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8095c68bf924ab77.jpg
8096787430575fcf.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8096787430575fcf.jpg
809795d79fc0991d.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809795d79fc0991d.jpg
8099f06ff22eb915.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8099f06ff22eb915.jpg
809a1f3ddfe49e20.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809a1f3ddfe49e20.jpg
809c3fc2796fd84a.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809c3fc2796fd84a.jpg
809cf0cbcf86271f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809cf0cbcf86271f.jpg
809e3fc0cbac7c59.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809e3fc0cbac7c59.jpg
809f7a96a508f43f.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809f7a96a508f43f.jpg
809f7a9f5af618a0.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/809f7a9f5af618a0.jpg
80a047cd9aa9fb4f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a047cd9aa9fb4f.jpg
80a06ecffc53017f.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a06ecffc53017f.jpg
80a13fcd9a4fb14b.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a13fcd9a4fb14b.jpg
80a23bcea7125a7f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a23bcea7125a7f.jpg
80a2c93fd2d9655d.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a2c93fd2d9655d.jpg
80a4c7f6ad9a55d8.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a4c7f6ad9a55d8.jpg
80a5a17f5e48697d.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a5a17f5e48697d.jpg
80a63b53ff0b0bb1.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a63b53ff0b0bb1.jpg
80a6d5c08ae6e5bf.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a6d5c08ae6e5bf.jpg
80a747d86ae9abe2.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a747d86ae9abe2.jpg
80a7cecb3616b633.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a7cecb3616b633.jpg
80a874f5fb9295d8.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a874f5fb9295d8.jpg
80a9db3783f16366.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80a9db3783f16366.jpg
80aa53172b9fc78d.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80aa53172b9fc78d.jpg
80aaeaaa275d5e36.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80aaeaaa275d5e36.jpg
80abc9d697ec22b6.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80abc9d697ec22b6.jpg
80acd65fd76ac8a4.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80acd65fd76ac8a4.jpg
80acda383e3367cd.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80acda383e3367cd.jpg
80af5fce149ca4f4.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80af5fce149ca4f4.jpg
80af63966d9272e9.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80af63966d9272e9.jpg
80afa0c630faab7d.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80afa0c630faab7d.jpg
80b075dfc24bb725.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b075dfc24bb725.jpg
80b0b0dacf697db4.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b0b0dacf697db4.jpg
80b0c5d6d7ce83dc.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b0c5d6d7ce83dc.jpg
80b3a893ed3a2f3c.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b3a893ed3a2f3c.jpg
80b46aea80b7dead.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b46aea80b7dead.jpg
80b4a4d8d2f2db5b.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b4a4d8d2f2db5b.jpg
80b4b62f1232e6fb.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b4b62f1232e6fb.jpg
80b6bbe5c17f098a.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80b6bbe5c17f098a.jpg
80ba65f7c2bc17d0.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ba65f7c2bc17d0.jpg
80bc2cd4f322babe.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bc2cd4f322babe.jpg
80bc7d353e163e85.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bc7d353e163e85.jpg
80bcfd9f60f06307.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bcfd9f60f06307.jpg
80bf1f99964852fc.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bf1f99964852fc.jpg
80bf21a07dfcf047.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bf21a07dfcf047.jpg
80bf2381975655d7.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bf2381975655d7.jpg
80bf2d68de485ad6.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bf2d68de485ad6.jpg
80bf683dd70c3fa0.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bf683dd70c3fa0.jpg
80bf79836d86936c.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80bf79836d86936c.jpg
80c190d95bf963f6.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80c190d95bf963f6.jpg
80c23fcf63786e70.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80c23fcf63786e70.jpg
80c43018ef70fef7.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80c43018ef70fef7.jpg
80c5d3895739ff50.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80c5d3895739ff50.jpg
80c61d6b492d76b7.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80c61d6b492d76b7.jpg
80c8caceaf7e343a.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80c8caceaf7e343a.jpg
80ca8fea677591d1.jpg,scab frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ca8fea677591d1.jpg
80cac5abcfa9c9b4.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80cac5abcfa9c9b4.jpg
80ce88a60dfc33fb.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ce88a60dfc33fb.jpg
80cf38907f9d631d.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80cf38907f9d631d.jpg
80cf78c9370bf22e.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80cf78c9370bf22e.jpg
80cfef794308bf18.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80cfef794308bf18.jpg
80d32f977a83d0ea.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80d32f977a83d0ea.jpg
80d3d90ae89717fc.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80d3d90ae89717fc.jpg
80d457877e3d1cb8.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80d457877e3d1cb8.jpg
80d5d5567d2a2aab.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80d5d5567d2a2aab.jpg
80d72f999a956d86.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80d72f999a956d86.jpg
80d76587b00f9d5e.jpg,scab frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80d76587b00f9d5e.jpg
80da389dc24f393f.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80da389dc24f393f.jpg
80dcc12cc917ef5d.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80dcc12cc917ef5d.jpg
80dd5ee13c50b78d.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80dd5ee13c50b78d.jpg
80decb70b3295bb2.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80decb70b3295bb2.jpg
80df68fa0c30fd95.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80df68fa0c30fd95.jpg
80e0699f1d1b373d.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e0699f1d1b373d.jpg
80e0754ad0ef1f1f.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e0754ad0ef1f1f.jpg
80e0debc5a9a635d.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e0debc5a9a635d.jpg
80e2c3d2afc9782f.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e2c3d2afc9782f.jpg
80e39e21c97a3f87.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e39e21c97a3f87.jpg
80e72f5c4dfc58e0.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e72f5c4dfc58e0.jpg
80e73692da7da790.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e73692da7da790.jpg
80e83fd5bf0f7028.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80e83fd5bf0f7028.jpg
80ea75af4276ad29.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ea75af4276ad29.jpg
80eb625c157374f5.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80eb625c157374f5.jpg
80eb96948bd68f9a.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80eb96948bd68f9a.jpg
80ebf6c08f87413f.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ebf6c08f87413f.jpg
80ee3116d267bae3.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ee3116d267bae3.jpg
80ef3f8fc2c0f1e0.jpg,scab frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ef3f8fc2c0f1e0.jpg
80ef45b66491e3f8.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ef45b66491e3f8.jpg
80efccd95ab1256c.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80efccd95ab1256c.jpg
80f09587dfc7988e.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80f09587dfc7988e.jpg
80f16ecf7844c5b5.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80f16ecf7844c5b5.jpg
80f4549ce81eefe1.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80f4549ce81eefe1.jpg
80f515f574cb609e.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80f515f574cb609e.jpg
80f816d6cecb8b87.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80f816d6cecb8b87.jpg
80f8cdc9854f756a.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80f8cdc9854f756a.jpg
80fac59d5be8a0e5.jpg,complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80fac59d5be8a0e5.jpg
80fb7d79f090434b.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80fb7d79f090434b.jpg
80fc1ee02d0b67eb.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80fc1ee02d0b67eb.jpg
80fdcd4466543b79.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80fdcd4466543b79.jpg
80fe30e308cf2f9d.jpg,scab frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80fe30e308cf2f9d.jpg
80ff66cd84241ef6.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ff66cd84241ef6.jpg
80ffcfe49bc0a6a0.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/80ffcfe49bc0a6a0.jpg
8110a4d859b7f8fe.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8110a4d859b7f8fe.jpg
811598a55ef8297f.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/811598a55ef8297f.jpg
8116dfcc0ccf6636.jpg,frog_eye_leaf_spot complex,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8116dfcc0ccf6636.jpg
811b2bd335e9cb16.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/811b2bd335e9cb16.jpg
811f8189e9cb2bfa.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/811f8189e9cb2bfa.jpg
8125cbde3f2181d7.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/8125cbde3f2181d7.jpg
812a9ac1796bf5c3.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/812a9ac1796bf5c3.jpg
812b87c3326c97bb.jpg,rust,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/812b87c3326c97bb.jpg
812e5f86f61ec31c.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/812e5f86f61ec31c.jpg
812e97758e92c9b6.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/812e97758e92c9b6.jpg
81352f0c4c5efa9b.jpg,powdery_mildew,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/81352f0c4c5efa9b.jpg
813b28597df0abd2.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/813b28597df0abd2.jpg
813d9f9036df9688.jpg,frog_eye_leaf_spot,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/813d9f9036df9688.jpg
813fcb087e9b32e2.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/813fcb087e9b32e2.jpg
813fe22dc37e4750.jpg,healthy,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/813fe22dc37e4750.jpg
81405ffffafcc020.jpg,scab,/content/plant_pathology_data/MyDrive/plant_pathology_data/resized_train_images/81405ffffafcc020.jpg
